Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Treadmill Running,2023-07-08 12:14:17,false,"ריצה בהליכון","10.05","616","00:47:36","162","177","4.0","162","233","4:44","3:05","--","--","1.26","7.9","9.9","265","--","361","0.0","350","537","26.0","No","00:03:18.4","10","31.0","00:47:22","00:47:36","--","--"
Treadmill Running,2023-07-03 16:37:07,false,"ריצה בהליכון","5.25","336","00:25:29","160","180","3.4","161","210","4:51","4:28","--","--","1.28","7.9","10.1","261","--","360","0.0","353","402","25.0","No","00:01:08.5","6","32.0","00:25:28","00:25:29","--","--"
Treadmill Running,2023-07-01 10:23:01,false,"ריצה בהליכון","7.00","513","00:32:58","179","198","5.0","164","181","4:42","2:21","--","--","1.95","6.0","11.7","220","--","504","0.0","502","665","24.0","No","00:01:42.2","11","31.0","00:32:55","00:32:58","--","--"
Treadmill Running,2023-06-27 05:59:09,false,"ריצה בהליכון","6.17","369","00:30:19","144","160","3.2","163","182","4:55","4:32","--","--","1.25","8.0","10.0","262","--","354","0.0","350","400","26.0","No","00:01:14.4","7","29.0","00:30:18","00:30:19","--","--"
Treadmill Running,2023-06-24 09:32:48,false,"ריצה בהליכון","5.32","342","00:26:33","150","168","3.3","161","184","4:59","4:19","--","--","1.25","8.0","10.0","263","--","351","0.0","343","415","25.0","No","00:02:08.3","6","30.0","00:26:31","00:26:33","--","--"
Treadmill Running,2023-06-23 11:40:53,false,"ריצה בהליכון","6.39","394","00:31:03","149","165","3.3","164","174","4:51","4:17","--","--","1.26","8.0","10.0","259","--","357","0.0","354","428","25.0","No","00:01:55.0","7","31.0","00:30:53","00:31:03","--","--"
Treadmill Running,2023-06-17 10:06:30,false,"ריצה בהליכון","8.02","481","00:40:06","148","169","3.5","162","174","5:00","4:12","--","--","1.32","7.5","9.9","249","--","380","0.0","367","425","25.0","No","00:04:23.2","9","31.0","00:40:04","00:40:06","--","--"
Treadmill Running,2023-06-02 12:55:52,false,"ריצה בהליכון","10.00","566","00:46:53","147","164","3.7","162","203","4:41","4:03","--","--","1.31","--","--","--","--","377","0.0","365","441","24.0","No","00:04:24.6","10","32.0","00:46:36","00:46:53","--","--"
Treadmill Running,2023-05-27 11:28:03,false,"ריצה בהליכון","12.55","742","00:59:33","154","175","4.3","163","187","4:45","3:05","--","--","1.29","--","--","--","--","373","0.0","360","532","25.0","No","00:02:43.0","13","31.0","00:59:10","00:59:33","--","--"
Treadmill Running,2023-05-26 09:23:40,false,"ריצה בהליכון","7.50","453","00:35:54","154","178","3.8","163","181","4:47","3:52","--","--","1.33","--","--","--","--","388","0.0","371","476","23.0","No","00:04:17.1","8","29.0","00:35:46","00:35:54","--","--"
Treadmill Running,2023-05-21 07:27:23,false,"ריצה בהליכון","5.26","325","00:40:14","122","178","2.4","127","250","7:39","2:53","--","--","1.02","--","--","--","--","268","0.0","193","563","22.0","No","00:00:56.8","6","29.0","00:39:22","00:41:05","--","--"
Trail Running,2023-05-19 06:45:17,false,"ריצה בשביל","12.00","914","01:15:02","152","174","4.2","147","237","6:15","1:40","322","311","1.08","--","--","--","5:56","318","0.0","292","1,122","--","No","00:00:01.1","13","--","01:14:58","01:15:02","28","143"
Treadmill Running,2023-05-12 08:50:00,false,"ריצה בהליכון","5.19","271","00:25:24","140","164","3.0","158","185","4:53","3:11","--","--","1.28","--","--","--","--","381","0.0","337","517","26.0","No","00:01:42.4","6","30.0","00:24:52","00:25:29","--","--"
Treadmill Running,2023-05-06 12:35:12,false,"ריצה בהליכון","5.00","274","00:22:11","152","163","3.1","165","225","4:26","3:49","--","--","1.31","--","--","--","--","381","0.0","369","495","24.0","No","00:04:22.5","5","29.0","00:22:10","00:22:11","--","--"
Treadmill Running,2023-05-05 07:12:27,false,"ריצה בהליכון","10.01","532","00:46:28","144","158","3.3","163","180","4:39","3:35","--","--","1.32","--","--","--","--","377","0.0","368","497","24.0","No","00:00:01.9","11","29.0","00:46:08","00:46:36","--","--"
Treadmill Running,2023-04-29 10:48:32,false,"ריצה בהליכון","5.36","300","00:23:40","152","160","3.2","169","179","4:25","3:19","--","--","1.34","--","--","--","--","389","0.0","386","517","23.0","No","00:01:46.5","6","28.0","00:23:38","00:23:40","--","--"
Treadmill Running,2023-04-21 09:51:36,false,"ריצה בהליכון","14.60","838","01:10:00","152","166","4.2","166","218","4:48","2:59","--","--","1.32","--","--","--","--","383","0.0","374","549","23.0","No","00:01:38.1","16","27.0","01:09:51","01:10:06","--","--"
Treadmill Running,2023-04-15 11:29:51,false,"ריצה בהליכון","7.63","484","00:38:14","155","169","3.6","162","218","5:01","3:51","--","--","1.23","--","--","--","--","357","0.0","338","479","25.0","No","00:03:38.9","8","29.0","00:37:29","00:38:14","--","--"
Treadmill Running,2023-04-11 08:24:59,false,"ריצה בהליכון","12.70","753","01:00:01","155","175","4.1","167","240","4:44","2:48","--","--","1.44","--","--","--","--","418","0.0","412","577","24.0","No","00:02:25.1","15","28.0","00:59:58","01:00:01","--","--"
Treadmill Running,2023-04-05 10:27:21,false,"ריצה בהליכון","12.79","688","00:59:40","147","176","3.6","166","218","4:40","3:00","--","--","1.31","--","--","--","--","379","0.0","369","546","23.0","No","00:04:19.1","13","29.0","00:59:31","00:59:40","--","--"
Treadmill Running,2023-04-01 15:01:05,false,"ריצה בהליכון","6.22","340","00:29:19","143","154","3.1","165","178","4:43","4:01","--","--","1.29","--","--","--","--","372","0.0","365","443","23.0","No","00:01:02.0","7","29.0","00:29:10","00:29:19","--","--"
Treadmill Running,2023-03-25 13:50:21,false,"ריצה בהליכון","5.59","338","00:29:28","146","181","3.2","151","250","5:17","2:52","--","--","1.25","--","--","--","--","356","0.0","319","545","22.0","No","00:02:36.7","6","28.0","00:28:57","00:29:29","--","--"
Treadmill Running,2023-03-24 14:42:26,false,"ריצה בהליכון","12.74","799","01:00:01","165","178","5.0","163","186","4:43","2:53","--","--","1.30","--","--","--","--","372","0.0","364","558","--","No","00:03:27.6","13","--","00:59:58","01:00:01","--","--"
Treadmill Running,2023-03-22 15:58:34,false,"ריצה בהליכון","5.51","308","00:25:53","145","170","3.1","163","240","4:42","4:18","--","--","1.29","--","--","--","--","366","0.0","362","419","--","No","00:02:06.6","6","--","00:25:52","00:25:53","--","--"
Treadmill Running,2023-03-18 12:21:28,false,"ריצה בהליכון","10.05","615","00:48:15","154","176","4.1","163","189","4:48","2:27","--","--","1.40","--","--","--","--","400","0.0","394","631","--","No","00:00:12.5","12","--","00:48:05","00:48:16","--","--"
Treadmill Running,2023-03-17 11:35:59,false,"ריצה בהליכון","6.04","371","00:29:07","159","189","3.6","157","181","4:49","3:16","--","--","1.31","--","--","--","--","383","0.0","352","535","--","No","00:00:09.2","7","--","00:28:57","00:29:07","--","--"
Treadmill Running,2023-03-10 07:36:17,false,"ריצה בהליכון","6.00","323","00:32:03","135","161","2.7","147","248","5:20","2:54","--","--","1.27","--","--","--","--","360","0.0","319","525","--","No","00:00:01.4","7","--","00:30:03","00:32:03","--","--"
Treadmill Running,2023-03-08 12:10:09,false,"ריצה בהליכון","5.00","260","00:25:26","135","173","2.6","150","240","5:05","3:18","--","--","1.25","--","--","--","--","345","0.0","317","546","--","No","00:03:45.0","5","--","00:25:24","00:25:26","--","--"
Treadmill Running,2023-03-03 12:17:10,false,"ריצה בהליכון","8.01","433","00:38:54","142","171","3.2","162","240","4:51","4:04","--","--","1.24","--","--","--","--","358","0.0","345","438","--","No","00:04:03.2","8","--","00:38:45","00:38:54","--","--"
Treadmill Running,2023-02-26 06:46:47,false,"ריצה בהליכון","10.01","588","00:48:13","151","170","3.8","165","250","4:49","2:53","--","--","1.33","--","--","--","--","385","0.0","374","566","--","No","00:02:29.6","11","--","00:48:03","00:50:14","--","--"
Treadmill Running,2023-02-23 07:51:00,false,"ריצה בהליכון","7.53","435","00:35:41","151","197","3.4","161","181","4:44","3:16","--","--","1.25","--","--","--","--","364","0.0","346","526","--","No","00:01:36.5","8","--","00:35:22","00:39:45","--","--"
Treadmill Running,2023-02-18 09:36:18,false,"ריצה בהליכון","12.01","714","00:57:26","157","179","4.3","164","231","4:47","3:07","--","--","1.24","--","--","--","--","358","0.0","350","539","--","No","00:03:02.5","12","--","00:57:22","00:57:26","--","--"
Treadmill Running,2023-02-11 10:32:12,false,"ריצה בהליכון","10.04","560","00:47:44","146","169","3.4","167","233","4:45","3:03","--","--","1.26","--","--","--","--","366","0.0","360","554","--","No","00:00:11.3","11","--","00:47:14","00:47:46","--","--"
Treadmill Running,2023-02-06 09:13:37,false,"ריצה בהליכון","10.56","613","00:50:16","152","180","3.7","166","210","4:46","3:08","--","--","1.26","--","--","--","--","367","0.0","357","530","--","No","00:02:35.9","11","--","00:49:48","00:50:16","--","--"
Treadmill Running,2023-02-02 06:41:03,false,"ריצה בהליכון","10.02","583","00:49:24","150","177","3.6","164","218","4:56","2:46","--","--","1.32","--","--","--","--","385","0.0","371","571","--","No","00:03:38.2","11","--","00:49:00","00:49:24","--","--"
Treadmill Running,2023-01-30 14:45:34,false,"ריצה בהליכון","6.17","376","00:29:23","159","197","3.6","159","181","4:46","3:18","--","--","1.24","--","--","--","--","360","0.0","335","538","--","No","00:03:46.8","6","--","00:29:19","00:29:23","--","--"
Treadmill Running,2023-01-28 10:45:39,false,"ריצה בהליכון","10.04","559","00:47:17","149","176","3.5","165","214","4:43","3:06","--","--","1.26","--","--","--","--","365","0.0","358","543","--","No","00:04:34.7","10","--","00:47:15","00:48:30","--","--"
Treadmill Running,2023-01-24 09:18:06,false,"ריצה בהליכון","5.00","289","00:21:43","157","193","3.5","165","218","4:21","3:44","--","--","1.28","--","--","--","--","371","0.0","360","495","--","No","00:02:59.0","5","--","00:21:40","00:21:43","--","--"
Treadmill Running,2023-01-21 09:21:40,false,"ריצה בהליכון","10.12","627","00:47:15","162","183","4.4","165","189","4:40","2:52","--","--","1.30","--","--","--","--","376","0.0","369","564","--","No","00:00:47.3","11","--","00:47:13","00:47:15","--","--"
Treadmill Running,2023-01-16 08:40:03,false,"ריצה בהליכון","6.51","424","00:36:53","151","184","3.4","151","218","5:40","3:07","--","--","1.16","--","--","--","--","335","0.0","292","541","--","No","00:03:22.7","7","--","00:36:52","00:36:53","--","--"
Treadmill Running,2023-01-14 12:58:21,false,"ריצה בהליכון","10.10","592","00:47:02","154","187","4.0","164","181","4:39","2:50","--","--","1.34","--","--","--","--","383","0.0","378","572","--","No","00:01:19.8","11","--","00:46:56","00:47:02","--","--"
Running,2023-01-07 10:00:37,false,"ריצה","5.01","346","00:25:24","142","164","3.5","162","196","5:04","3:52","37","44","1.22","--","--","--","5:04","352","0.0","345","618","--","No","00:00:02.0","6","--","00:25:22","00:31:57","195","208"
Treadmill Running,2023-01-03 07:44:17,false,"ריצה בהליכון","5.04","312","00:32:33","134","193","3.0","137","248","6:28","3:12","--","--","1.12","--","--","--","--","296","0.0","243","532","--","No","00:00:09.6","6","--","00:32:05","00:32:33","--","--"
Treadmill Running,2022-12-31 09:56:03,false,"ריצה בהליכון","10.00","581","00:47:41","153","178","3.7","163","181","4:46","2:56","--","--","1.28","--","--","--","--","367","0.0","358","556","--","No","00:04:13.1","10","--","00:47:29","00:47:41","--","--"
Treadmill Running,2022-12-27 07:33:33,false,"ריצה בהליכון","10.03","539","00:47:58","146","173","3.2","163","185","4:47","2:53","--","--","1.29","--","--","--","--","366","0.0","359","558","--","No","00:00:14.5","11","--","00:47:56","00:49:36","--","--"
Treadmill Running,2022-12-20 07:11:07,false,"ריצה בהליכון","10.08","577","00:48:44","151","182","3.6","160","218","4:50","2:57","--","--","1.29","--","--","--","--","367","0.0","355","572","--","No","00:00:23.4","11","--","00:48:39","00:48:48","--","--"
Treadmill Running,2022-12-10 10:39:28,false,"ריצה בהליכון","5.16","291","00:25:35","145","180","3.0","158","195","4:57","3:04","--","--","1.28","--","--","--","--","361","0.0","342","549","--","No","00:00:42.6","6","--","00:25:34","00:25:35","--","--"
Treadmill Running,2022-12-09 14:46:09,false,"ריצה בהליכון","5.61","354","00:27:57","155","182","3.4","156","218","4:59","3:08","--","--","1.29","--","--","--","--","361","0.0","346","541","--","No","00:02:47.7","6","--","00:27:56","00:27:57","--","--"
Treadmill Running,2022-12-05 07:44:16,false,"ריצה בהליכון","5.87","341","00:34:44","135","177","2.8","143","243","5:55","3:10","--","--","1.17","--","--","--","--","318","0.0","275","540","--","No","00:04:12.9","6","--","00:34:43","00:35:42","--","--"
Treadmill Running,2022-12-03 09:49:15,false,"ריצה בהליכון","10.01","546","00:50:12","146","191","3.4","158","188","5:01","2:43","--","--","1.29","--","--","--","--","366","0.0","347","581","--","No","00:01:49.3","11","--","00:49:46","00:53:23","--","--"
Treadmill Running,2022-11-28 07:20:47,false,"ריצה בהליכון","5.26","302","00:26:19","145","160","3.0","163","180","5:00","4:30","--","--","1.23","--","--","--","--","350","0.0","340","398","--","No","00:01:16.2","6","--","00:26:11","00:32:42","--","--"
Treadmill Running,2022-11-26 10:37:16,false,"ריצה בהליכון","5.17","287","00:25:43","141","154","2.6","162","174","4:59","4:38","--","--","1.24","--","--","--","--","349","0.0","347","395","--","No","00:00:48.9","6","--","00:25:38","00:30:32","--","--"
Treadmill Running,2022-11-21 07:21:14,false,"ריצה בהליכון","6.21","341","00:30:38","141","165","2.9","162","178","4:56","3:35","--","--","1.25","--","--","--","--","--","0.0","--","--","--","No","00:01:01.2","7","--","00:30:30","00:30:38","--","--"
Running,2022-10-02 08:30:21,false,"Runnymede ריצה","10.37","728","00:51:14","143","157","5.0","168","196","4:56","3:36","17","26","1.21","--","--","--","5:05","--","0.0","--","--","--","No","00:02:03.2","11","--","00:51:10","00:51:22","9","20"
Running,2022-09-24 18:26:19,false,"ריצה","5.83","426","00:31:29","145","174","3.9","158","267","5:24","4:16","15","38","1.17","--","--","--","5:27","--","0.0","--","--","--","No","00:04:40.2","6","--","00:31:15","00:34:20","9","20"
Treadmill Running,2022-09-17 11:46:15,false,"ריצה בהליכון","10.41","586","00:49:08","153","181","3.7","159","188","4:43","3:14","--","--","1.32","--","--","--","--","--","0.0","--","--","--","No","00:03:37.4","11","--","00:48:54","00:53:47","--","--"
Treadmill Running,2022-09-12 18:39:43,false,"ריצה בהליכון","5.24","299","00:23:44","156","183","3.3","160","178","4:32","3:33","--","--","1.37","--","--","--","--","--","0.0","--","--","--","No","00:01:08.1","6","--","00:23:43","00:24:30","--","--"
Treadmill Running,2022-09-04 09:11:37,false,"ריצה בהליכון","6.01","343","00:31:23","145","172","3.1","149","178","5:13","3:24","--","--","1.27","--","--","--","--","--","0.0","--","--","--","No","00:00:04.4","7","--","--:--:--","00:32:46","--","--"
Treadmill Running,2022-07-16 09:07:18,false,"ריצה בהליכון","10.00","579","00:48:45","155","185","3.7","160","186","4:52","2:30","--","--","1.28","--","--","--","--","--","0.0","--","--","27.0","No","00:00:01.5","11","29.0","00:48:42","00:51:26","--","--"
Treadmill Running,2022-07-09 10:59:32,false,"ריצה בהליכון","6.26","379","00:29:35","161","179","3.7","162","182","4:43","3:09","--","--","1.30","--","--","--","--","--","0.0","--","--","27.0","No","00:02:04.5","7","32.0","00:29:32","00:29:35","--","--"
Treadmill Running,2022-06-25 10:16:22,false,"ריצה בהליכון","5.96","310","00:28:13","145","164","3.0","159","188","4:44","3:39","--","--","1.32","--","--","--","--","--","0.0","--","--","27.0","No","00:04:14.9","6","31.0","00:28:12","00:28:13","--","--"
Running,2022-05-13 02:18:42,false,"ריצה","10.02","632","01:38:12","112","154","1.7","111","226","9:48","4:05","35","12","0.91","--","--","--","--","--","0.0","--","--","14.0","No","00:00:14.1","11","26.0","01:37:36","01:38:12","381","408"
Running,2022-05-12 21:36:12,false,"ריצה","9.03","591","00:57:57","145","170","3.2","153","188","6:25","3:23","49","117","1.02","--","--","--","--","--","0.0","--","--","22.0","No","00:00:19.4","10","27.0","00:57:13","00:58:48","504","591"
Running,2022-05-12 15:30:17,false,"ריצה","12.12","890","01:11:41","160","178","4.4","153","180","5:55","4:15","65","140","1.11","--","--","--","--","--","0.0","--","--","32.0","No","00:00:35.8","13","35.0","01:11:26","01:11:42","362","441"
Treadmill Running,2022-05-07 13:19:41,false,"ריצה בהליכון","10.10","502","00:45:10","146","175","3.3","163","186","4:28","2:41","--","--","1.37","--","--","--","--","--","0.0","--","--","27.0","No","00:00:29.0","11","30.0","00:44:56","00:48:28","--","--"
Treadmill Running,2022-05-01 19:00:44,false,"ריצה בהליכון","5.46","272","00:25:08","143","162","2.8","158","176","4:36","2:51","--","--","1.36","--","--","--","--","--","0.0","--","--","25.0","No","00:02:07.9","6","27.0","00:24:59","00:25:08","--","--"
Treadmill Running,2022-04-30 12:00:00,false,"ריצה בהליכון","6.01","324","00:27:34","148","174","3.0","157","184","4:35","3:33","--","--","1.17","--","--","--","--","--","0.0","--","--","24.0","No","00:01:07.0","6","30.0","00:27:02","00:30:53","--","--"
Running,2022-04-16 07:47:37,false,"Barcelona ריצה","8.87","551","01:00:01","137","155","2.5","147","232","6:46","2:11","38","41","1.01","--","--","--","--","--","0.0","--","--","22.0","No","00:04:53.8","9","29.0","00:59:31","01:00:01","335","369"
Treadmill Running,2022-04-13 08:25:46,false,"ריצה בהליכון","8.00","431","00:40:03","147","179","3.3","158","193","5:00","3:16","--","--","1.32","--","--","--","--","--","0.0","--","--","25.0","No","00:02:31.2","9","28.0","00:39:01","00:40:03","--","--"
Treadmill Running,2022-04-09 10:46:40,false,"ריצה בהליכון","10.03","517","00:47:17","149","167","3.4","160","186","4:43","3:15","--","--","1.32","--","--","--","--","--","0.0","--","--","25.0","No","00:00:09.5","11","29.0","00:46:59","00:53:36","--","--"
Treadmill Running,2022-04-06 19:17:16,false,"ריצה בהליכון","5.22","264","00:22:42","147","168","3.0","160","180","4:21","3:31","--","--","1.44","--","--","--","--","--","0.0","--","--","26.0","No","00:01:36.4","6","29.0","00:22:07","00:23:30","--","--"
Treadmill Running,2022-04-04 20:22:00,false,"ריצה בהליכון","5.03","271","00:23:09","149","168","3.0","157","188","4:36","2:22","--","--","1.38","--","--","--","--","--","0.0","--","--","26.0","No","00:00:04.4","6","28.0","00:22:48","00:23:09","--","--"
Treadmill Running,2022-04-03 19:40:53,false,"ריצה בהליכון","5.75","321","00:27:27","151","172","3.3","156","183","4:47","3:13","--","--","1.33","--","--","--","--","--","0.0","--","--","27.0","No","00:04:15.9","6","31.0","00:27:06","00:27:27","--","--"
Treadmill Running,2022-04-01 09:52:02,false,"ריצה בהליכון","8.00","404","00:37:20","143","163","3.0","161","186","4:40","3:16","--","--","1.32","--","--","--","--","--","0.0","--","--","25.0","No","00:00:02.7","9","29.0","00:37:00","00:40:41","--","--"
Treadmill Running,2022-03-19 12:11:58,false,"ריצה בהליכון","5.86","313","00:27:23","146","167","3.1","165","183","4:40","3:18","--","--","1.52","--","--","--","--","--","0.0","--","--","23.0","No","00:03:42.3","7","28.0","00:27:14","00:27:23","--","--"
Treadmill Running,2022-03-12 10:58:38,false,"ריצה בהליכון","5.00","280","00:23:30","152","166","3.1","164","186","4:42","3:38","--","--","1.29","--","--","--","--","--","0.0","--","--","23.0","No","00:04:27.5","5","27.0","00:23:07","00:23:30","--","--"
Treadmill Running,2022-03-07 19:59:51,false,"ריצה בהליכון","10.02","521","00:45:21","151","181","3.5","163","188","4:32","3:03","--","--","1.35","--","--","--","--","--","0.0","--","--","24.0","No","00:03:55.1","10","29.0","00:44:58","00:45:21","--","--"
Treadmill Running,2022-03-05 14:19:04,false,"ריצה בהליכון","9.80","503","00:44:45","150","181","3.6","165","180","4:34","3:17","--","--","1.32","--","--","--","--","--","0.0","--","--","24.0","No","00:04:12.5","10","29.0","00:44:27","00:44:45","--","--"
Treadmill Running,2022-02-28 20:58:57,false,"ריצה בהליכון","10.19","585","00:49:21","157","179","4.0","159","184","4:51","3:18","--","--","1.29","--","--","--","--","--","0.0","--","--","26.0","No","00:02:22.6","11","30.0","00:48:58","00:49:21","--","--"
Treadmill Running,2022-02-26 10:47:26,false,"ריצה בהליכון","7.01","388","00:33:23","152","169","3.3","161","196","4:46","3:39","--","--","1.30","--","--","--","--","--","0.0","--","--","24.0","No","00:00:18.6","8","29.0","00:32:56","00:33:23","--","--"
Treadmill Running,2022-02-25 11:08:50,false,"ריצה בהליכון","7.51","419","00:34:47","154","176","3.6","165","186","4:38","3:13","--","--","1.55","--","--","--","--","--","0.0","--","--","23.0","No","00:03:17.8","9","27.0","00:34:38","00:34:47","--","--"
Treadmill Running,2022-02-19 14:24:12,false,"ריצה בהליכון","10.14","549","00:47:18","151","180","3.8","161","180","4:40","3:23","--","--","1.33","--","--","--","--","--","0.0","--","--","24.0","No","00:00:42.2","11","29.0","00:46:42","00:47:18","--","--"
Treadmill Running,2022-02-17 17:32:16,false,"ריצה בהליכון","7.50","407","00:36:08","152","177","3.5","158","182","4:49","3:31","--","--","1.44","--","--","--","--","--","0.0","--","--","26.0","No","00:01:10.8","9","29.0","00:35:47","00:36:08","--","--"
Treadmill Running,2022-02-15 14:06:56,false,"ריצה בהליכון","5.62","242","00:24:24","137","153","2.4","160","176","4:21","3:50","--","--","1.43","--","--","--","--","--","0.0","--","--","25.0","No","00:03:49.6","6","27.0","00:24:24","00:28:43","--","--"
Treadmill Running,2022-02-12 10:30:17,false,"ריצה בהליכון","10.10","583","00:49:18","156","179","3.9","161","180","4:53","3:03","--","--","1.34","--","--","--","--","--","0.0","--","--","24.0","No","00:03:55.8","11","29.0","00:49:15","00:49:18","--","--"
Treadmill Running,2022-02-09 20:36:34,false,"ריצה בהליכון","7.01","356","00:31:40","146","167","3.1","162","182","4:31","3:25","--","--","1.40","--","--","--","--","--","0.0","--","--","24.0","No","00:00:54.9","8","28.0","00:31:38","00:31:40","--","--"
Treadmill Running,2022-02-07 18:53:18,false,"ריצה בהליכון","6.16","324","00:27:22","153","177","3.6","162","177","4:27","3:49","--","--","1.39","--","--","--","--","--","0.0","--","--","25.0","No","00:01:02.9","7","28.0","00:27:20","00:27:22","--","--"
Treadmill Running,2022-02-05 12:29:02,false,"ריצה בהליכון","7.47","399","00:33:55","153","178","3.7","161","184","4:32","2:58","--","--","1.37","--","--","--","--","--","0.0","--","--","24.0","No","00:03:05.4","8","29.0","00:33:19","00:36:58","--","--"
Treadmill Running,2022-01-30 17:40:33,false,"ריצה בהליכון","5.14","281","00:23:56","153","177","3.4","155","178","4:39","3:49","--","--","1.38","--","--","--","--","--","0.0","--","--","25.0","No","00:00:54.1","6","27.0","00:23:01","00:23:58","--","--"
Treadmill Running,2022-01-25 18:08:35,false,"ריצה בהליכון","6.00","273","00:26:31","140","157","2.9","162","181","4:25","3:41","--","--","1.48","--","--","--","--","--","0.0","--","--","25.0","No","00:01:31.2","7","28.0","00:26:18","00:26:31","--","--"
Treadmill Running,2022-01-22 08:40:18,false,"ריצה בהליכון","6.80","298","00:29:26","139","156","3.0","164","177","4:20","3:33","--","--","1.41","--","--","--","--","--","0.0","--","--","22.0","No","00:03:26.9","7","26.0","00:29:17","00:29:26","--","--"
Treadmill Running,2022-01-15 10:30:14,false,"ריצה בהליכון","5.63","284","00:24:52","149","183","3.3","165","187","4:25","3:44","--","--","1.37","--","--","--","--","--","0.0","--","--","23.0","No","00:02:43.8","6","27.0","00:24:46","00:24:52","--","--"
Treadmill Running,2021-12-24 10:22:45,false,"ריצה בהליכון","6.33","312","00:30:24","142","164","3.1","156","173","4:48","4:09","--","--","1.33","--","--","--","--","--","0.0","--","--","23.0","No","00:01:59.5","7","26.0","00:30:09","00:30:24","--","--"
Treadmill Running,2021-12-06 16:12:24,false,"ריצה בהליכון","6.01","312","00:26:51","151","174","3.3","163","180","4:28","2:57","--","--","1.55","--","--","--","--","--","0.0","--","--","24.0","No","00:03:14.7","7","27.0","00:26:41","00:26:51","--","--"
Treadmill Running,2021-12-03 12:14:50,false,"ריצה בהליכון","7.03","374","00:33:04","149","165","3.4","161","186","4:42","3:16","--","--","1.36","--","--","--","--","--","0.0","--","--","24.0","No","00:02:38.5","8","28.0","00:32:24","00:33:04","--","--"
Treadmill Running,2021-11-27 13:02:18,false,"ריצה בהליכון","10.06","550","00:47:48","154","184","4.1","164","234","4:45","2:32","--","--","1.41","--","--","--","--","--","0.0","--","--","24.0","No","00:00:14.1","12","29.0","00:47:07","00:47:48","--","--"
Treadmill Running,2021-11-26 11:52:59,false,"ריצה בהליכון","5.82","298","00:25:07","153","172","3.4","165","176","4:19","3:30","--","--","1.40","--","--","--","--","--","0.0","--","--","24.0","No","00:03:27.9","6","27.0","00:25:06","00:25:07","--","--"
Treadmill Running,2021-11-21 19:51:00,false,"ריצה בהליכון","5.01","256","00:23:22","145","168","3.0","164","186","4:40","3:00","--","--","1.29","--","--","--","--","--","0.0","--","--","24.0","No","00:04:27.5","5","26.0","00:22:27","00:30:19","--","--"
Treadmill Running,2021-11-20 14:01:48,false,"ריצה בהליכון","9.20","519","00:47:04","149","171","3.6","157","196","5:07","2:30","--","--","1.55","--","--","--","--","--","0.0","--","--","25.0","No","00:02:39.1","12","28.0","00:45:56","00:47:04","--","--"
Treadmill Running,2021-11-16 15:27:56,false,"ריצה בהליכון","5.55","202","00:26:44","123","161","2.2","142","188","4:49","3:04","--","--","1.24","--","--","--","--","--","0.0","--","--","25.0","No","00:03:19.0","5","28.0","00:25:46","00:26:44","--","--"
Running,2021-11-12 12:39:47,false,"ריצה","5.39","367","00:36:04","143","164","3.1","150","186","6:41","4:24","18","40","0.99","--","--","--","--","--","0.0","--","--","26.0","No","00:01:56.0","6","29.0","00:35:46","00:36:04","261","270"
Running,2021-11-04 20:39:47,false,"ריצה","9.99","612","00:49:55","161","184","5.0","159","190","5:00","3:04","54","62","1.26","--","--","--","--","--","0.0","--","--","25.0","No","00:04:02.0","10","30.0","00:49:52","00:50:02","-22","7"
Treadmill Running,2021-11-03 18:31:41,false,"ריצה בהליכון","5.00","236","00:23:25","140","158","2.7","149","180","4:41","2:41","--","--","1.50","--","--","--","--","--","0.0","--","--","26.0","No","00:01:55.7","6","28.0","00:21:57","00:23:28","--","--"
Treadmill Running,2021-10-29 15:21:10,false,"ריצה בהליכון","5.53","241","00:22:53","143","162","2.7","155","180","4:08","3:03","--","--","1.53","--","--","--","--","--","0.0","--","--","26.0","No","00:02:00.3","6","31.0","00:22:05","00:22:53","--","--"
Treadmill Running,2021-10-28 18:18:27,false,"ריצה בהליכון","6.02","320","00:26:46","158","184","3.6","161","176","4:27","3:40","--","--","1.39","--","--","--","--","--","0.0","--","--","25.0","No","00:00:08.7","7","28.0","00:26:17","00:29:23","--","--"
Treadmill Running,2021-10-23 12:07:29,false,"ריצה בהליכון","5.01","230","00:23:20","136","160","2.6","159","182","4:39","2:45","--","--","1.35","--","--","--","--","--","0.0","--","--","25.0","No","00:00:02.5","6","29.0","00:22:57","00:23:20","--","--"
Running,2021-09-23 19:35:59,false,"ריצה","10.07","540","00:48:23","151","169","4.0","167","206","4:48","2:21","43","45","1.24","--","--","--","--","--","0.0","--","--","26.0","No","00:00:24.8","11","32.0","00:48:17","00:48:23","-42","-2"
Treadmill Running,2021-09-18 09:56:23,false,"ריצה בהליכון","10.01","523","00:45:00","155","177","4.1","170","198","4:30","2:24","--","--","1.31","--","--","--","--","--","0.0","--","--","26.0","No","00:00:03.4","11","30.0","00:44:53","00:45:00","--","--"
